Title;Authors;Publication;Volume;Number;Pages;Year;Publisher;Search Query;Duplicate removal;I1 (SA Method);I2 (software only);I3 (english);I4 (available);I5 (peer reviewed);E1 (Removal of secondary study);E2 (Unavailable);Included for data extraction;;;;
Software architecture design: evaluation and transformation;"Bosch, Jan; Molin, Peter;";Proceedings ECBS'99. IEEE Conference and Workshop on Engineering of Computer-Based Systems;;;4-10;1999;IEEE;SQ1;;;;x;x;x;;;;;;;
Applying empirical software engineering to software architecture: challenges and lessons learned;"Falessi, Davide; Babar, Muhammad Ali; Cantone, Giovanni; Kruchten, Philippe;";Empirical Software Engineering;15;3;250-276;2010;Springer;SQ1;;;;x;x;x;;;;;;;
Cpasa: continuous performance assessment of software architecture;"Pooley, RJ; Abdullatif, AAL;";2010 17th IEEE International Conference and Workshops on Engineering of Computer Based Systems;;;79-87;2010;IEEE;SQ1;;x;x;x;x;x;;;x;;;;
ASAAM: Aspectual software architecture analysis method;"Tekinerdogan, Bedir;";Proceedings. Fourth Working IEEE/IFIP Conference on Software Architecture (WICSA 2004);;;5-14;2004;IEEE;SQ1;;x;x;x;x;x;;;x;;;;
Scenario-based Assessment of Software Architecture Usability.;"Folmer, Eelke; van Gurp, Jilles; Bosch, Jan;";ICSE Workshop on SE-HCI;;;61-68;2003;Citeseer;SQ1;;;;x;x;x;;;;;;;
From software architecture analysis to service engineering: an empirical study of methodology development for enterprise SOA implementation;"Chen, Hong-Mei; Kazman, Rick; Perry, Opal;";IEEE Transactions on Services Computing;3;2;145-160;2010;IEEE;SQ1;;;;x;x;x;;;;;;;
Assessing the influence on processes when evolving the software architecture;"Larsson, Stig; Wall, Anders; Wallin, Peter;";Ninth international workshop on Principles of software evolution: in conjunction with the 6th ESEC/FSE joint meeting;;;59-66;2007;;SQ1;;;;x;x;x;;;;;;;
Applying architecture tradeoff assessment method (ATAM) as part of formal software architecture review;"Byrnes, Christopher; Kyratzoglou, Ioannis;";;;;;2006;MITRE CORP BEDFORD MA BEDFORD United States;SQ1;;;;x;x;;;;;;;;
Software architecture review: The state of practice;"Babar, Muhammad Ali; Gorton, Ian;";Computer;42;7;26-32;2009;IEEE;SQ1;;;;x;x;x;x;;;;;;
Enriching software architecture documentation;"Jansen, Anton; Avgeriou, Paris; van der Ven, Jan Salvador;";Journal of Systems and Software;82;8;1232-1248;2009;Elsevier;SQ1;;;;x;x;x;;;;;;;
Assessing the complexity of software architecture;"AlSharif, Mohsen; Bond, Walter P; Al-Otaiby, Turky;";Proceedings of the 42nd annual Southeast regional conference;;;98-103;2004;;SQ1;x;;;x;x;x;;;;;;;
The goal of software architecture analysis: Confidence building or risk assessment;"Lassing, Nico; Rijsenbrij, Daan; Vliet, H v;";Proceedings of First BeNeLux conference on software architecture;;;47-57;1999;;SQ1;;;;x;x;x;;;;;;;
Assessing optimal software architecture maintainability;"Bosch, Jan; Bengtsson, PO;";Proceedings Fifth European Conference on Software Maintenance and Reengineering;;;168-175;2001;IEEE;SQ1;;;;x;x;x;;;;;;;
The decision view's role in software architecture practice;"Kruchten, Philippe; Capilla, Rafael; Duenas, Juan Carlos;";IEEE software;26;2;36-42;2009;IEEE;SQ1;;;;x;x;x;;;;;;;
Continuous evolution through software architecture evaluation: a case study;"Del Rosso, Christian;";Journal of Software Maintenance and Evolution: Research and Practice;18;5;351-383;2006;Wiley Online Library;SQ1;;;;x;x;x;;;;;;;
Relating system quality and software architecture;"Mistrik, Ivan; Bahsoon, Rami; Eeles, Peter; Roshandel, Roshanak; Stal, Michael;";;;;;2014;Morgan Kaufmann;SQ1;;;;x;x;x;;;;;;;
A scenario-based framework for the security evaluation of software architecture;"Alkussayer, Abdulaziz; Allen, William H;";2010 3rd International Conference on Computer Science and Information Technology;5;;687-695;2010;IEEE;SQ1;;x;x;x;x;x;;;x;;;;
A framework for classifying and comparing software architecture tools for quality evaluation;"Anjos, Eudisley; Zenha-Rela, Mário;";International Conference on Computational Science and Its Applications;;;270-282;2011;Springer;SQ1;;;;x;x;x;;;;;;;
Dosam–domain-specific software architecture comparison model;"Bergner, Klaus; Rausch, Andreas; Sihling, Marc; Ternité, Thomas;";Quality of Software Architectures and Software Quality;;;4-20;2005;Springer;SQ1;;;;x;x;x;;;;;;;
Software architecture optimization methods: A systematic literature review;"Aleti, Aldeida; Buhnova, Barbora; Grunske, Lars; Koziolek, Anne; Meedeniya, Indika;";IEEE Transactions on Software Engineering;39;5;658-683;2012;IEEE;SQ1;;;;x;x;x;x;;;;;;
Software architecture-based analysis and testing: a look into achievements and future challenges;"Bertolino, Antonia; Inverardi, Paola; Muccini, Henry;";Computing;95;8;633-648;2013;Springer;SQ1;;;;x;x;x;;;;;;;
A systematic review of software architecture evolution research;"Breivold, Hongyu Pei; Crnkovic, Ivica; Larsson, Magnus;";Information and Software Technology;54;1;16-40;2012;Elsevier;SQ1;;;;x;x;x;x;;;;;;
Software architecture analysis of usability;"Folmer, Eelke; Gurp, Jilles van; Bosch, Jan;";IFIP International Conference on Engineering for Human-Computer Interaction;;;38-58;2004;Springer;SQ1;;x;x;x;x;x;;;x;;;;
The essential components of software architecture design and analysis;"Kazman, Rick; Bass, Len; Klein, Mark;";Journal of Systems and Software;79;8;1207-1216;2006;Elsevier;SQ1;;x;x;x;x;x;;;x;;;;
A general model of software architecture design derived from five industrial approaches;"Hofmeister, Christine; Kruchten, Philippe; Nord, Robert L; Obbink, Henk; Ran, Alexander; America, Pierre;";Journal of Systems and Software;80;1;106-126;2007;Elsevier;SQ1;;;;x;x;x;;;;;;;
The strengths and weaknesses of software architecture design in the RUP, MSF, MBASE and RUP-SOA methodologies: A conceptual review;"Reyes-Delgado, Paola Y; Mora, Manuel; Duran-Limon, Hector A; Rodríguez-Martínez, Laura C; O'Connor, Rory V; Mendoza-Gonzalez, Ricardo;";Computer Standards & Interfaces;47;;24-41;2016;Elsevier;SQ1;;;;x;x;x;;;;;;;
Software architecture visualization: An evaluation framework and its application;"Gallagher, Keith; Hatch, Andrew; Munro, Malcolm;";IEEE Transactions on Software Engineering;34;2;260-270;2008;IEEE;SQ1;;;;x;x;x;;;;;;;
Towards assessing software architecture quality by exploiting code smell relations;"Fontana, Francesca Arcelli; Ferme, Vincenzo; Zanoni, Marco;";2015 IEEE/ACM 2nd International Workshop on Software Architecture and Metrics;;;1-7;2015;IEEE;SQ1;;;;x;x;x;;;;;;;
Survey of reliability and availability prediction methods from the viewpoint of software architecture;"Immonen, Anne; Niemelä, Eila;";Software & Systems Modeling;7;1;49-65;2008;Springer;SQ1;;;;x;x;x;x;;;;;;
Adaptive Method for Assessment and Selection of Software Architecture in Flexible Techniques of Design;"Bodnarchuk, Ihor; Lisovyi, Volodymyr; Kharchenko, Olexandr; Galai, Iryna;";2018 IEEE 13th International Scientific and Technical Conference on Computer Sciences and Information Technologies (CSIT);1;;292-297;2018;IEEE;SQ1;;;;x;x;x;;;;;;;
An investigation of a method for identifying a software architecture candidate with respect to quality attributes;"Svahnberg, Mikael; Wohlin, Claes;";Empirical Software Engineering;10;2;149-181;2005;Springer;SQ1;;;;x;x;x;;;;;;;
Assessing the suitability of a standard design method for modeling software architectures;"Medvidovic, Nenad; Rosenblum, David S;";Working Conference on Software Architecture;;;161-182;1999;Springer;SQ1;x;;;x;x;x;;;;;;;
Haemo dialysis software architecture design experiences;"Bengtsson, PerOlof; Bosch, Jan;";Proceedings of the 1999 International Conference on Software Engineering (IEEE Cat. No. 99CB37002);;;516-525;1999;IEEE;SQ1;;;;x;x;x;;;;;;;
A quality-driven decision-support method for identifying software architecture candidates;"Svahnberg, Mikael; Wohlin, Claes; Lundberg, Lars; Mattsson, Michael;";International Journal of Software Engineering and Knowledge Engineering;13;5;547-573;2003;World Scientific;SQ1;;;;x;x;x;;;;;;;
Quality attributes in software architecture design;"Lundberg, Lars; Bosch, Jan; Häggander, Daniel; Bengtsson, Per-Olof;";Proceedings of the iasted 3rd international conference on software engineering and applications;;;353-362;1999;IASTED/Acta Press;SQ1;;;;x;x;x;;;;;;;
A systemic methodology for software architecture analysis and design;"Petrov, Plamen; Buy, Ugo;";2011 Eighth International Conference on Information Technology: New Generations;;;196-200;2011;IEEE;SQ1;;;;x;x;x;;;;;;;
Quality vs. quantity: Comparing evaluation methods in a usability-Focused Software architecture modification task;"Golden, Elspeth; John, Bonnie E; Bass, Len;";2005 International Symposium on Empirical Software Engineering, 2005.;;;10 pp.;2005;IEEE;SQ1;;;;x;x;x;;;;;;;
Factors influencing industrial practices of software architecture evaluation: an empirical investigation;"Ali Babar, Muhammad; Bass, Len; Gorton, Ian;";International Conference on the Quality of Software Architectures;;;90-107;2007;Springer;SQ1;;;;x;x;x;;;;;;;
Experiences in assessing product family software architecture for evolution;"Maccari, Alessandro;";Proceedings of the 24th International Conference on Software Engineering. ICSE 2002;;;585-592;2002;IEEE;SQ1;;;;x;x;x;;;;;;;
Systematic review on next-generation web-based software architecture clustering models;"Yang, Tianfu; Jiang, Zhiyong; Shang, Yanhong; Norouzi, Monire;";Computer Communications;167;;63-74;2021;Elsevier;SQ1;;;;x;x;x;x;;;;;;
Reliability prediction and sensitivity analysis based on software architecture;"Gokhale, Swapna S; Trivedi, Kishor S;";13th International Symposium on Software Reliability Engineering, 2002. Proceedings.;;;64-75;2002;IEEE;SQ1;;;;x;x;x;;;;;;;
Towards independent software architecture review;"Tang, Antony; Kuo, Fei-Ching; Lau, Man F;";European Conference on Software Architecture;;;306-313;2008;Springer;SQ1;;;;x;x;x;;;;;;;
ATAM: Method for architecture evaluation;"Kazman, Rick; Klein, Mark; Clements, Paul;";;;;;2000;Carnegie-Mellon Univ Pittsburgh PA Software Engineering Inst;SQ1;;;;x;x;x;;;;;;;
Assessment of Product Line Architecture and AspectOriented Software Architecture Methods;"Verdin, Karen Cortes; Olalde, Cuauhtemoc Lemus;";Proceedings for First Workshop on Aspect-oriented Product Line Engineering (AOPLE-1);;;4;2006;Citeseer;SQ1;;;;x;x;x;;;;;;;
Characterizing software architecture changes: A systematic review;"Williams, Byron J; Carver, Jeffrey C;";Information and Software Technology;52;1;31-51;2010;Elsevier;SQ1;;;;x;x;x;x;;;;;;
Metrics for software architecture: a case study in the telecommunication domain;"Kalyanasundaram, S; Ponnambalam, K; Singh, A; Stacey, BJ; Munikoti, R;";Conference Proceedings. IEEE Canadian Conference on Electrical and Computer Engineering (Cat. No. 98TH8341);2;;715-718;1998;IEEE;SQ1;;;;x;x;x;;;;;;;
Software architecture driven configurability of multi-tenant SaaS application;"Wang, Hua; Zheng, Zhijun;";International Conference on Web Information Systems and Mining;;;418-424;2010;Springer;SQ1;;;;x;x;x;;;;;;;
Teaching a course on software architecture;"Lago, Patricia; Van Vliet, Hans;";18th Conference on Software Engineering Education & Training (CSEET'05);;;35-42;2005;IEEE;SQ1;;;;x;x;x;;;;;;;
General methods for software architecture recovery: a potential approach and its evaluation;"Tamburri, Damian A; Kazman, Rick;";Empirical Software Engineering;23;3;1457-1489;2018;Springer;SQ1;;;;x;x;x;;;;;;;
x;"Isa, Mohd Adham; Jawawi, Dayang NA;";International Conference on Software Engineering and Computer Systems;;;764-776;2011;Springer;SQ1;;;;x;x;x;;;;;;;
Automated software architecture security risk analysis using formalized signatures;"Almorsy, Mohamed; Grundy, John; Ibrahim, Amani S;";2013 35th International Conference on Software Engineering (ICSE);;;662-671;2013;IEEE;SQ1;;;;x;x;x;;;;;;;
The coming-of-age of software architecture research;"Shaw, Mary;";Proceedings of the 23rd international conference on Software engineering;;;656;2001;Citeseer;SQ1;;;;x;x;x;;;;;;;
A classification and comparison of model checking software architecture techniques;"Zhang, Pengcheng; Muccini, Henry; Li, Bixin;";Journal of Systems and Software;83;5;723-744;2010;Elsevier;SQ1;;;;x;x;x;;;;;;;
SAAM: A method for analyzing the properties of software architectures;"Kazman, Rick; Bass, Len; Abowd, Gregory; Webb, Mike;";Proceedings of 16th International Conference on Software Engineering;;;81-90;1994;IEEE;SQ1;;x;x;x;x;x;;;x;;;;
Comparing distributed and face-to-face meetings for software architecture evaluation: A controlled experiment;"Babar, Muhammad Ali; Kitchenham, Barbara; Jeffery, Ross;";Empirical Software Engineering;13;1;39-62;2008;Springer;SQ1;;;;x;x;x;;;;;;;
Software architecture evaluation methods for performance, maintainability, testability, and portability;"Mattsson, Michael; Grahn, Hakan; Mårtensson, Frans;";Second International Conference on the Quality of Software Architectures;;;18;2006;Citeseer;SQ1;;;;x;x;x;;;;;;;
A systematic review of software architecture visualization techniques;"Shahin, Mojtaba; Liang, Peng; Babar, Muhammad Ali;";Journal of Systems and Software;94;;161-185;2014;Elsevier;SQ1;;;;x;x;x;x;;;;;;
Software architecture evaluation in global software development projects;"Salger, Frank;";"OTM Confederated International Conferences"" On the Move to Meaningful Internet Systems""";;;391-400;2009;Springer;SQ1;;;;x;x;x;;;;;;;
Capability diagnostics of enterprise service architectures using a dedicated software architecture reference model;"Zimmermann, Alfred; Buckow, Helge; Groß, Hans-Jurgen; Nandico, Oliver F; Piller, Gunther; Prott, Karl;";2011 IEEE International Conference on Services Computing;;;592-599;2011;IEEE;SQ1;;;;x;x;x;;;;;;;
Monitoring clinical performance: the role of software architecture;"Rees, Mike; Dineschandra, Jitesh;";Health Care Management Science;8;3;197-203;2005;Springer;SQ1;;;;x;x;x;;;;;;;
A comparison of requirements specification methods from a software architecture perspective;"Bass, Len; Bergey, John; Clements, Paul; Merson, Paulo; Ozkaya, Ipek; Sangwan, Raghvinder;";;;;;2006;Carnegie-Mellon Univ Pittsburgh PA Software Engineering Inst;SQ1;;;;x;x;x;;;;;;;
A tool for managing software architecture knowledge;"Babar, Muhammad Ali; Gorton, Ian;";Second Workshop on Sharing and Reusing Architectural Knowledge-Architecture, Rationale, and Design Intent (SHARK/ADI'07: ICSE Workshops 2007);;;11-11;2007;IEEE;SQ1;;;;x;x;x;;;;;;;
From requirements negotiation to software architecture decisions;"Kazman, Rick; In, Hoh Peter; Chen, Hong-Mei;";Information and Software Technology;47;8;511-520;2005;Elsevier;SQ1;;;;x;x;x;;;;;;;
Recovering software architecture from the names of source files;"Anquetil, Nicolas; Lethbridge, Timothy C;";Journal of Software Maintenance: Research and Practice;11;3;201-221;1999;Wiley Online Library;SQ1;;;;x;x;x;;;;;;;
Multicriteria choice of software architecture using dynamic correction of quality attributes;"Ihor, Bodnarchuk; Oleksii, Duda; Aleksandr, Kharchenko; Nataliia, Kunanets; Oleksandr, Matsiuk; Volodymyr, Pasichnyk;";International Conference on Computer Science, Engineering and Education Applications;;;419-427;2019;Springer;SQ1;;;;x;x;x;;;;;;;
Validating a model-driven software architecture evaluation and improvement method: A family of experiments;"Gonzalez-Huerta, Javier; Insfran, Emilio; Abrahão, Silvia; Scanniello, Giuseppe;";Information and Software Technology;57;;405-429;2015;Elsevier;SQ1;;;;x;x;x;;;;;;;
A functional safety assessment method for cooperative automotive architecture;"Kochanthara, Sangeeth; Rood, Niels; Saberi, Arash Khabbaz; Cleophas, Loek; Dajsuren, Yanja; van den Brand, Mark;";Journal of Systems and Software;179;;110991;2021;Elsevier;SQ1;;;;x;x;x;;;;;;;
Evaluating software architecture evaluation methods: An internal replication;"Abrahão, Silvia; Insfran, Emilio;";Proceedings of the 21st International Conference on Evaluation and Assessment in Software Engineering;;;144-153;2017;;SQ1;;;;x;x;x;;;;;;;
Structural analysis of the software architecture—a maintenance assessment case study;"Jaktman, Catherine Blake; Leaney, John; Liu, Ming;";Working Conference on Software Architecture;;;455-470;1999;Springer;SQ1;;;;x;x;x;;;;;;;
Evaluating Software Architecture;"Qin, Zheng; Zheng, Xiang; Xing, Jiankuan;";;;;;2008;Springer;SQ1;;;;x;x;x;;;;;;;
Software architecture, scenario and patterns;"Balan, RV Siva; Punithavalli, M;";International Journal of Computer Science Issues (IJCSI);7;5;418;2010;Citeseer;SQ1;;;;x;x;x;;;;;;;
An optimization framework for “build-or-buy” decisions in software architecture;"Cortellessa, Vittorio; Marinelli, Fabrizio; Potena, Pasqualina;";Computers & Operations Research;35;10;3090-3106;2008;Elsevier;SQ1;;;;x;x;x;;;;;;;
